"R.native","FormalUnicodeNotation","Desc","Group","Subgroup","Status","WAImpMatch"
"🐥","U+1F425","front-facing baby chick","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🦆","U+1F986","duck","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🦅","U+1F985","eagle","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🦉","U+1F989","owl","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🦇","U+1F987","bat","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐺","U+1F43A","wolf face","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐗","U+1F417","boar","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐴","U+1F434","horse face","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦄","U+1F984","unicorn face","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐝","U+1F41D","honeybee","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🐛","U+1F41B","bug","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🦋","U+1F98B","butterfly","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🐌","U+1F40C","snail","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🐚","U+1F41A","spiral shell","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐞","U+1F41E","lady beetle","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🐜","U+1F41C","ant","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🦗","U+1F997","cricket","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🕷","U+1F577","spider","AnimalsNNaturee","AnimalBug","non-fully-qualified","Yes"
"🕸","U+1F578","spider web","AnimalsNNaturee","AnimalBug","non-fully-qualified","Yes"
"🦂","U+1F982","scorpion","AnimalsNNaturee","AnimalBug","fully-qualified","Yes"
"🐢","U+1F422","turtle","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🐍","U+1F40D","snake","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🦎","U+1F98E","lizard","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🦖","U+1F996","T-Rex","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🦕","U+1F995","sauropod","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🐙","U+1F419","octopus","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🦑","U+1F991","squid","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🦐","U+1F990","shrimp","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🦀","U+1F980","crab","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐡","U+1F421","blowfish","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐠","U+1F420","tropical fish","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐟","U+1F41F","fish","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐬","U+1F42C","dolphin","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐳","U+1F433","spouting whale","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐋","U+1F40B","whale","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🦈","U+1F988","shark","AnimalsNNaturee","AnimalMarine","fully-qualified","Yes"
"🐊","U+1F40A","crocodile","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🐅","U+1F405","tiger","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐆","U+1F406","leopard","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦓","U+1F993","zebra","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦍","U+1F98D","gorilla","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐘","U+1F418","elephant","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦏","U+1F98F","rhinoceros","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐪","U+1F42A","camel","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐫","U+1F42B","two-hump camel","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦒","U+1F992","giraffe","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐃","U+1F403","water buffalo","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐂","U+1F402","ox","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐄","U+1F404","cow","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐎","U+1F40E","horse","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐖","U+1F416","pig","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐏","U+1F40F","ram","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐑","U+1F411","ewe","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐐","U+1F410","goat","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🦌","U+1F98C","deer","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐕","U+1F415","dog","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐩","U+1F429","poodle","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐈","U+1F408","cat","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐓","U+1F413","rooster","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🦃","U+1F983","turkey","AnimalsNNaturee","AnimalBird","fully-qualified","Yes"
"🕊","U+1F54A","dove","AnimalsNNaturee","AnimalBird","non-fully-qualified","Yes"
"🐇","U+1F407","rabbit","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐁","U+1F401","mouse","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐀","U+1F400","rat","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐿","U+1F43F","chipmunk","AnimalsNNaturee","AnimalMammal","non-fully-qualified","Yes"
"🦔","U+1F994","hedgehog","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐾","U+1F43E","paw prints","AnimalsNNaturee","AnimalMammal","fully-qualified","Yes"
"🐉","U+1F409","dragon","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🐲","U+1F432","dragon face","AnimalsNNaturee","AnimalReptile","fully-qualified","Yes"
"🌵","U+1F335","cactus","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🎄","U+1F384","Christmas tree","Activities","Event","fully-qualified","Yes"
"🌲","U+1F332","evergreen tree","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🌳","U+1F333","deciduous tree","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🌴","U+1F334","palm tree","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🌱","U+1F331","seedling","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🌿","U+1F33F","herb","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"☘","U+2618","shamrock","AnimalsNNaturee","PlantOther","non-fully-qualified","Yes"
"🍀","U+1F340","four leaf clover","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🎍","U+1F38D","pine decoration","Activities","Event","fully-qualified","Yes"
"🎋","U+1F38B","tanabata tree","Activities","Event","fully-qualified","Yes"
"🍃","U+1F343","leaf fluttering in wind","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🍂","U+1F342","fallen leaf","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🍁","U+1F341","maple leaf","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"🍄","U+1F344","mushroom","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🌾","U+1F33E","sheaf of rice","AnimalsNNaturee","PlantOther","fully-qualified","Yes"
"💐","U+1F490","bouquet","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌷","U+1F337","tulip","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌹","U+1F339","rose","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🥀","U+1F940","wilted flower","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌺","U+1F33A","hibiscus","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌸","U+1F338","cherry blossom","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌼","U+1F33C","blossom","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌻","U+1F33B","sunflower","AnimalsNNaturee","PlantFlower","fully-qualified","Yes"
"🌞","U+1F31E","sun with face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌝","U+1F31D","full moon face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌛","U+1F31B","first quarter moon face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌜","U+1F31C","last quarter moon face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌚","U+1F31A","new moon face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌕","U+1F315","full moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌖","U+1F316","waning gibbous moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌗","U+1F317","last quarter moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌘","U+1F318","waning crescent moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌑","U+1F311","new moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌒","U+1F312","waxing crescent moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌓","U+1F313","first quarter moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌔","U+1F314","waxing gibbous moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌙","U+1F319","crescent moon","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌎","U+1F30E","globe showing Americas","TravelNPlaces","PlaceMap","fully-qualified","Yes"
"🌍","U+1F30D","globe showing Europe-Africa","TravelNPlaces","PlaceMap","fully-qualified","Yes"
"🌏","U+1F30F","globe showing Asia-Australia","TravelNPlaces","PlaceMap","fully-qualified","Yes"
"💫","U+1F4AB","dizzy","SmileysNPeople","Emotion","fully-qualified","Yes"
"⭐","U+2B50","white medium star","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌟","U+1F31F","glowing star","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"✨","U+2728","sparkles","Activities","Event","fully-qualified","Yes"
"⚡","U+26A1","high voltage","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"☄","U+2604","comet","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"💥","U+1F4A5","collision","SmileysNPeople","Emotion","fully-qualified","Yes"
"🔥","U+1F525","fire","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌪","U+1F32A","tornado","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌈","U+1F308","rainbow","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"☀","U+2600","sun","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌤","U+1F324","sun behind small cloud","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"⛅","U+26C5","sun behind cloud","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌥","U+1F325","sun behind large cloud","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"☁","U+2601","cloud","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌦","U+1F326","sun behind rain cloud","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌧","U+1F327","cloud with rain","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"⛈","U+26C8","cloud with lightning and rain","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌩","U+1F329","cloud with lightning","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌨","U+1F328","cloud with snow","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"❄","U+2744","snowflake","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"☃","U+2603","snowman","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"⛄","U+26C4","snowman without snow","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌬🐶","U+1F32C","wind face","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌬v💨","U+1F4A8","dashing away","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"💧","U+1F4A7","droplet","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"💦","U+1F4A6","sweat droplets","SmileysNPeople","Emotion","fully-qualified","Yes"
"☔","U+2614","umbrella with rain drops","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"☂","U+2602","umbrella","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"🌊","U+1F30A","water wave","TravelNPlaces","SkyNWeather","fully-qualified","Yes"
"🌫","U+1F32B","fog","TravelNPlaces","SkyNWeather","non-fully-qualified","Yes"
"💨","U+1F4A8","dashing away","SmileysNPeople","Emotion","fully-qualified","Yes"
"🍏","U+1F34F","green apple","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍎","U+1F34E","red apple","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍐","U+1F350","pear","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍊","U+1F34A","tangerine","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍋","U+1F34B","lemon","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍌","U+1F34C","banana","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍉","U+1F349","watermelon","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍇","U+1F347","grapes","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍓","U+1F353","strawberry","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍈","U+1F348","melon","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍑","U+1F351","peach","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍍","U+1F34D","pineapple","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🥥","U+1F965","coconut","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🥝","U+1F95D","kiwi fruit","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍅","U+1F345","tomato","FoodNDrink","FoodFruit","fully-qualified","Yes"
"🍆","U+1F346","eggplant","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🥑","U+1F951","avocado","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🥦","U+1F966","broccoli","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🥒","U+1F952","cucumber","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🌶","U+1F336","hot pepper","FoodNDrink","FoodVegetable","non-fully-qualified","Yes"
"🌽","U+1F33D","ear of corn","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🥕","U+1F955","carrot","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🥔","U+1F954","potato","FoodNDrink","FoodVegetable","fully-qualified","Yes"
"🍠","U+1F360","roasted sweet potato","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🥐","U+1F950","croissant","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍞","U+1F35E","bread","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥖","U+1F956","baguette bread","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥨","U+1F968","pretzel","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🧀","U+1F9C0","cheese wedge","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥚","U+1F95A","egg","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍳","U+1F373","cooking","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥞","U+1F95E","pancakes","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥓","U+1F953","bacon","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥩","U+1F969","cut of meat","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍗","U+1F357","poultry leg","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍖","U+1F356","meat on bone","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🌭","U+1F32D","hot dog","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍔","U+1F354","hamburger","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍟","U+1F35F","french fries","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍕","U+1F355","pizza","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥪","U+1F96A","sandwich","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥙","U+1F959","stuffed flatbread","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🌮","U+1F32E","taco","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🌯","U+1F32F","burrito","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥗","U+1F957","green salad","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥘","U+1F958","shallow pan of food","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🥫","U+1F96B","canned food","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍝","U+1F35D","spaghetti","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍜","U+1F35C","steaming bowl","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍲","U+1F372","pot of food","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍛","U+1F35B","curry rice","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍣","U+1F363","sushi","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍱","U+1F371","bento box","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍤","U+1F364","fried shrimp","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍙","U+1F359","rice ball","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍚","U+1F35A","cooked rice","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍘","U+1F358","rice cracker","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍥","U+1F365","fish cake with swirl","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🥠","U+1F960","fortune cookie","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍢","U+1F362","oden","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍡","U+1F361","dango","FoodNDrink","FoodAsian","fully-qualified","Yes"
"🍧","U+1F367","shaved ice","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍨","U+1F368","ice cream","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍦","U+1F366","soft ice cream","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🥧","U+1F967","pie","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍰","U+1F370","shortcake","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🎂","U+1F382","birthday cake","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍮","U+1F36E","custard","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍭","U+1F36D","lollipop","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍬","U+1F36C","candy","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍫","U+1F36B","chocolate bar","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🍿","U+1F37F","popcorn","FoodNDrink","FoodPrepared","fully-qualified","Yes"
"🍩","U+1F369","doughnut","FoodNDrink","FoodSweet","fully-qualified","Yes"
"🥟","U+1F95F","dumpling","FoodNDrink","FoodAsian","fully-qualified","Yes"
